,Predicted Adview
7914,4.42
7915,500.66
7916,1158.23
7917,28.24
7918,20.33
7919,6.4
7920,10.76
7921,26.59
7922,7.04
7923,6.8
7924,818.37
7925,15.58
7926,815.19
7927,20.82
7928,7439.13
7929,3.54
7930,5646.66
7931,2.92
7932,7.63
7933,3.74
7934,117.11
7935,112.25
7936,284.39
7937,9.78
7938,10.09
7939,213.92
7940,186.17
7941,31.59
7942,2.03
7943,5.7
7944,5.88
7945,8.47
7946,415.7
7947,109.1
7948,489.13
7949,157.23
7950,10.2
7951,138.3
7952,271.03
7953,316.53
7954,851.54
7955,507.22
7956,302.89
7957,2.07
7958,23.54
7959,20.04
7960,210.06
7961,1421.62
7962,4710.72
7963,742.14
7964,567.72
7965,9.69
7966,1.54
7967,6.29
7968,8.6
7969,14.49
7970,53.95
7971,284.99
7972,5.33
7973,1.52
7974,2667.68
7975,1.55
7976,1418.77
7977,3.42
7978,7.39
7979,16.51
7980,12.61
7981,1063.5
7982,9.66
7983,15.47
7984,13.29
7985,614.77
7986,10.11
7987,6.6
7988,2608.14
7989,870.37
7990,5210.9
7991,848.85
7992,45.63
7993,47.52
7994,3.51
7995,381.42
7996,4.21
7997,1550.0
7998,503.88
7999,1.18
8000,5.73
8001,18.22
8002,1699.34
8003,2116.22
8004,2.52
8005,2.63
8006,6.39
8007,3.92
8008,4.07
8009,4064.4
8010,14.19
8011,7.32
8012,135.06
8013,3.59
8014,3.78
8015,78.65
8016,2.68
8017,99.27
8018,21.09
8019,3.64
8020,31.09
8021,13.46
8022,1058.75
8023,3.15
8024,6155.17
8025,5.66
8026,1259.78
8027,3569.11
8028,2.16
8029,606.97
8030,832.7
8031,88.25
8032,17.55
8033,62.07
8034,1402.91
8035,2420.41
8036,2308.43
8037,44.75
8038,21.59
8039,3241.07
8040,3825.51
8041,802.87
8042,14.31
8043,5431.3
8044,1224.05
8045,516.78
8046,12.09
8047,3556.48
8048,7.09
8049,9.0
8050,15479.75
8051,359.44
8052,6152.83
8053,2006.92
8054,13.32
8055,5.11
8056,221.85
8057,1.36
8058,1782.94
8059,141.43
8060,400.75
8061,1909.39
8062,8.09
8063,5.06
8064,1113.25
8065,17.57
8066,3087.99
8067,135.24
8068,37474.84
8069,2286.52
8070,163.67
8071,338.35
8072,8.05
8073,199.93
8074,19.47
8075,1375.49
8076,11.62
8077,2746.72
8078,941.47
8079,1084.06
8080,12.07
8081,3.91
8082,54.17
8083,12368.23
8084,9.43
8085,2.58
8086,3.3
8087,601.79
8088,5.05
8089,35.84
8090,2.22
8091,118.11
8092,1137.27
8093,45.67
8094,1.53
8095,6.48
8096,46.17
8097,225.07
8098,17.12
8099,1703.36
8100,3466.26
8101,168.17
8102,97.38
8103,1.19
8104,154.38
8105,1226.34
8106,1314.79
8107,849.28
8108,3403.4
8109,39.99
8110,1426.62
8111,2.33
8112,5.45
8113,2300.4
8114,1069.53
8115,7.71
8116,1259.9
8117,232.54
8118,571.55
8119,248.22
8120,4747.3
8121,224.05
8122,11.12
8123,4155.12
8124,70.33
8125,12694.16
8126,27.4
8127,227.45
8128,58.9
8129,8.05
8130,439.54
8131,327.57
8132,176.42
8133,11.33
8134,5.42
8135,1211.52
8136,49.23
8137,9.02
8138,53.47
8139,5757.7
8140,73.32
8141,1202.18
8142,173.08
8143,3.29
8144,1.16
8145,11.3
8146,186.18
8147,9.56
8148,5.95
8149,6.68
8150,3.9
8151,137.61
8152,9.02
8153,285.28
8154,2647.83
8155,1.72
8156,1.44
8157,25.16
8158,35.16
8159,2.5
8160,11.45
8161,22.32
8162,1628.85
8163,55.49
8164,13.93
8165,14.44
8166,7235.18
8167,309.18
8168,2452.0
8169,12.55
8170,94.46
8171,1564.74
8172,3300.15
8173,8.59
8174,646.85
8175,13.63
8176,168.66
8177,796.73
8178,2193.17
8179,1704.54
8180,5.05
8181,171.22
8182,842.14
8183,22.12
8184,71.97
8185,3.92
8186,13.07
8187,479.28
8188,5213.94
8189,9178.16
8190,10489.7
8191,373.44
8192,10318.27
8193,8.73
8194,3.61
8195,17.63
8196,50.76
8197,27.77
8198,65.65
8199,12525.82
8200,46.85
8201,4.05
8202,748.13
8203,428.96
8204,4.53
8205,14.91
8206,72.17
8207,6.98
8208,76.89
8209,69.5
8210,126.32
8211,1459.68
8212,161.33
8213,13.96
8214,2.8
8215,190.96
8216,3982.01
8217,2.76
8218,22968.73
8219,8.37
8220,3.13
8221,270.54
8222,937.87
8223,850.07
8224,1651.86
8225,328.91
8226,27.75
8227,261.69
8228,15.52
8229,249.6
8230,361.87
8231,17.12
8232,2.7
8233,85.54
8234,437.58
8235,6.48
8236,4314.47
8237,104.07
8238,333.25
8239,1.76
8240,85.64
8241,987.28
8242,20.9
8243,509.25
8244,3.58
8245,37.89
8246,3.05
8247,6.45
8248,3.13
8249,3.4
8250,667.83
8251,35.39
8252,102.62
8253,1.64
8254,136.34
8255,23.62
8256,141.78
8257,329.87
8258,2.1
8259,1088.84
8260,225.18
8261,6.55
8262,688.86
8263,9.29
8264,1661.23
8265,2204.25
8266,18.48
8267,32.17
8268,2.69
8269,187.88
8270,46.35
8271,8.96
8272,2.54
8273,180.07
8274,3.91
8275,711.47
8276,1.22
8277,1052.42
8278,2230.37
8279,2.21
8280,33.09
8281,2107.83
8282,6.47
8283,23.01
8284,4923.93
8285,11027.24
8286,3.95
8287,742.65
8288,1615.82
8289,8.67
8290,802.56
8291,6.05
8292,2.74
8293,6.45
8294,126.14
8295,220.24
8296,2.79
8297,368.66
8298,163.41
8299,172.81
8300,13.82
8301,1.13
8302,767.71
8303,141.81
8304,57.59
8305,59.61
8306,5.22
8307,208.1
8308,6.17
8309,1893.46
8310,99.56
8311,89972.0
8312,2371.92
8313,3042.64
8314,5.95
8315,2.66
8316,185.72
8317,79.14
8318,8.35
8319,7.43
8320,48.8
8321,5.7
8322,1931.29
8323,247.8
8324,8.47
8325,1224.27
8326,188.52
8327,557.61
8328,2.08
8329,3.76
8330,290.01
8331,27.23
8332,267.4
8333,152.93
8334,43.71
8335,7.8
8336,6.49
8337,1.08
8338,4.2
8339,8.83
8340,472.97
8341,376.88
8342,482.07
8343,926.27
8344,68.55
8345,9576.81
8346,248.84
8347,10.76
8348,37.93
8349,14.84
8350,11.68
8351,252.01
8352,257.41
8353,11.11
8354,7.11
8355,1.85
8356,8.08
8357,8.74
8358,200.43
8359,798.05
8360,34.13
8361,488.33
8362,791.23
8363,50.6
8364,323.19
8365,118.21
8366,371.02
8367,9.6
8368,266.01
8369,1301.64
8370,25.88
8371,1.37
8372,9.34
8373,172.11
8374,314.84
8375,5.06
8376,335.32
8377,5.32
8378,507.65
8379,9.53
8380,1146.79
8381,5.56
8382,1837.67
8383,6.72
8384,1429.19
8385,2.37
8386,3.16
8387,975.67
8388,24.1
8389,21.27
8390,569.5
8391,447.45
8392,13.49
8393,16.95
8394,209.49
8395,6.33
8396,4.71
8397,21.74
8398,37.38
8399,3.5
8400,3.53
8401,5.12
8402,22.57
8403,208.46
8404,126.61
8405,1663.55
8406,289.63
8407,10.38
8408,102.21
8409,1.79
8410,9.22
8411,109.66
8412,573.24
8413,128.93
8414,492.89
8415,3656.5
8416,1000.63
8417,12299.96
8418,3.58
8419,3.49
8420,23453.21
8421,5.33
8422,1224.17
8423,4564.3
8424,3.56
8425,51.74
8426,8.1
8427,1.42
8428,675.09
8429,3.5
8430,4.27
8431,1648.12
8432,28.35
8433,184.43
8434,2.89
8435,4.51
8436,55.31
8437,670.9
8438,13.37
8439,633.77
8440,432.19
8441,7.11
8442,3.88
8443,483.59
8444,69.11
8445,1121.88
8446,66.21
8447,2.82
8448,688.22
8449,3283.86
8450,328.75
8451,10.39
8452,3.27
8453,55.49
8454,1.63
8455,2263.7
8456,1468.75
8457,4.7
8458,20.9
8459,7.79
8460,2142.16
8461,7.83
8462,16607.15
8463,931.49
8464,98.54
8465,3.1
8466,2022.84
8467,1.65
8468,4.1
8469,8.67
8470,97.59
8471,26.97
8472,85.56
8473,21.63
8474,4211.22
8475,1.44
8476,4.66
8477,179.22
8478,364.17
8479,773.57
8480,85.98
8481,9.94
8482,2455.88
8483,2314.77
8484,45.95
8485,2356.18
8486,1572.32
8487,1894.58
8488,27.07
8489,519.66
8490,6.28
8491,627.46
8492,14.81
8493,1.84
8494,696.17
8495,42.51
8496,8600.07
8497,15.72
8498,17.69
8499,10.28
8500,387.55
8501,2231.04
8502,6.84
8503,1581.72
8504,350.04
8505,118.34
8506,2.2
8507,3.78
8508,3818.29
8509,18.74
8510,4017.5
8511,52.14
8512,6.42
8513,1433.99
8514,1.97
8515,10.68
8516,1403.52
8517,6.45
8518,555.9
8519,61.33
8520,74.52
8521,1.54
8522,9.05
8523,13.35
8524,76853.11
8525,87.1
8526,7.38
8527,183.07
8528,10993.27
8529,9.46
8530,4.64
8531,2.29
8532,18.34
8533,552.39
8534,22.58
8535,1.77
8536,103.12
8537,12.02
8538,4.35
8539,2146.12
8540,4.51
8541,9.24
8542,207.4
8543,6.71
8544,6.59
8545,1238.5
8546,113.41
8547,3.78
8548,39.3
